Runs; Iterations;Problem;ants;BestSequence;RouteDistance;Time;
11;15;6;8192;0;0.00000;114.32523; 
12;15;6;8192;0;0.00000;114.44591; 
13;15;6;8192;0;0.00000;134.20181; 
14;15;6;8192;0;0.00000;114.61618; 
15;15;6;8192;0;0.00000;125.00763; 
16;15;6;8192;0;0.00000;114.28710; 
17;15;6;8192;0;0.00000;133.99326; 
18;15;6;8192;0;0.00000;133.89285; 
19;15;6;8192;0;0.00000;133.85232; 
20;15;6;8192;0;0.00000;123.47790; 
21;15;6;8192;0;0.00000;114.42808; 
22;15;6;8192;0;0.00000;133.55554; 
23;15;6;8192;0;0.00000;114.45653; 
24;15;6;8192;0;0.00000;133.43944; 
25;15;6;8192;0;0.00000;114.37825; 
26;15;6;8192;0;0.00000;134.12601; 
27;15;6;8192;0;0.00000;133.96638; 
28;15;6;8192;0;0.00000;114.17333; 
29;15;6;8192;0;0.00000;114.41511; 
30;15;6;8192;0;0.00000;123.60602; 
1;15;7;1024;0;9999.99900;1.72274; 
2;15;7;1024;0;9999.99900;1.71937; 
